Repository_Name,Primary_Language,Stars_Count,Forks_Count,Open_Issues,Repository_Age_Months,Days_Since_Last_Update,Activity_Month,Monthly_Commit_Velocity,Total_Contributors,Active_Contributors_Last_30_Days,Total_Issues,Issue_Resolution_Rate,Total_Pull_Requests,PR_Merge_Rate,Release_Frequency,Contributor_Churn_Rate,Activity_Status
rustdesk/rustdesk,Rust,107595,15991,98,65,1,1,42,195,94,3785,0.72243781,2066,0.814957064,10,0.14537535,Declining
rustdesk/rustdesk,Rust,107595,15991,98,65,1,2,28,277,20,4688,0.425454482,100,0.836717707,9,0.390037478,Declining
rustdesk/rustdesk,Rust,107595,15991,98,65,1,3,199,174,76,997,0.672850618,173,0.564979735,0,0.307210394,Active
rustdesk/rustdesk,Rust,107595,15991,98,65,1,4,170,104,89,3760,0.933698269,1029,0.607802963,11,0.195565599,Active
rustdesk/rustdesk,Rust,107595,15991,98,65,1,5,20,76,10,299,0.64152323,2722,0.557822578,6,0.380861373,Declining
rustdesk/rustdesk,Rust,107595,15991,98,65,1,6,82,154,38,1228,0.419535283,2876,0.890715655,0,0.377462994,Declining
Hack-with-Github/Awesome-Hacking,,106712,10001,31,120,394,1,176,230,22,3052,0.801292487,2634,0.93930155,4,0.325182021,Declining
Hack-with-Github/Awesome-Hacking,,106712,10001,31,120,394,2,158,172,24,4279,0.789040842,1614,0.586544708,7,0.16749018,Active
Hack-with-Github/Awesome-Hacking,,106712,10001,31,120,394,3,171,97,91,4516,0.601051232,1595,0.664610173,6,0.28195324,Active
Hack-with-Github/Awesome-Hacking,,106712,10001,31,120,394,4,129,94,48,1791,0.546278528,3683,0.767061506,3,0.386481898,Declining
Hack-with-Github/Awesome-Hacking,,106712,10001,31,120,394,5,79,191,41,3015,0.716576664,340,0.628148565,0,0.065909653,Declining
Hack-with-Github/Awesome-Hacking,,106712,10001,31,120,394,6,75,11,42,2366,0.781684121,309,0.915318086,6,0.159986367,Active
godotengine/godot,C++,106705,24343,17639,147,2,1,196,19,88,1297,0.675224873,1319,0.77984698,6,0.343750338,Active
godotengine/godot,C++,106705,24343,17639,147,2,2,120,160,48,2908,0.844616954,3891,0.886333304,10,0.114843342,Declining
godotengine/godot,C++,106705,24343,17639,147,2,3,25,56,25,1292,0.504273653,3148,0.633999237,11,0.416226991,Active
godotengine/godot,C++,106705,24343,17639,147,2,4,153,227,52,4676,0.638186571,1897,0.765947536,5,0.129280158,Declining
godotengine/godot,C++,106705,24343,17639,147,2,5,171,166,67,3781,0.569094413,3592,0.886434557,10,0.075315703,Declining
godotengine/godot,C++,106705,24343,17639,147,2,6,107,294,85,4131,0.861282773,3262,0.540844771,2,0.105189545,Declining
shadcn-ui/ui,TypeScript,106690,7884,1762,37,0,1,90,149,55,1660,0.474675748,116,0.848269216,6,0.351326414,Declining
shadcn-ui/ui,TypeScript,106690,7884,1762,37,0,2,185,88,39,4459,0.711545021,577,0.548201857,1,0.320430097,Declining
shadcn-ui/ui,TypeScript,106690,7884,1762,37,0,3,125,43,94,4223,0.865742417,1955,0.553242633,4,0.188823138,Active
shadcn-ui/ui,TypeScript,106690,7884,1762,37,0,4,42,261,36,521,0.747809901,3524,0.902462224,4,0.203057233,Declining
shadcn-ui/ui,TypeScript,106690,7884,1762,37,0,5,80,54,33,203,0.841362197,3902,0.766677382,3,0.428166014,Active
shadcn-ui/ui,TypeScript,106690,7884,1762,37,0,6,48,258,20,2075,0.777054164,501,0.763474387,5,0.315910684,Active
microsoft/generative-ai-for-beginners,Jupyter Notebook,106455,57033,6,32,0,1,94,196,81,3600,0.44264753,3395,0.847385579,8,0.483811707,Declining
microsoft/generative-ai-for-beginners,Jupyter Notebook,106455,57033,6,32,0,2,86,63,32,1484,0.596530134,631,0.504787908,2,0.072068042,Declining
microsoft/generative-ai-for-beginners,Jupyter Notebook,106455,57033,6,32,0,3,15,185,92,3773,0.753518967,869,0.508649531,9,0.089814495,Active
microsoft/generative-ai-for-beginners,Jupyter Notebook,106455,57033,6,32,0,4,131,125,39,441,0.940118362,3300,0.765571912,11,0.100306505,Declining
microsoft/generative-ai-for-beginners,Jupyter Notebook,106455,57033,6,32,0,5,57,219,39,4628,0.714069884,3242,0.7971235,4,0.065084977,Declining
microsoft/generative-ai-for-beginners,Jupyter Notebook,106455,57033,6,32,0,6,132,145,58,571,0.605509199,3719,0.835413558,10,0.113533255,Active
GrowingGit/GitHub-Chinese-Top-Charts,Java,106181,13491,190,78,492,1,140,51,53,312,0.412028641,3827,0.594822503,6,0.279621562,Declining
GrowingGit/GitHub-Chinese-Top-Charts,Java,106181,13491,190,78,492,2,159,12,66,3070,0.773811925,1083,0.876029382,11,0.335175707,Active
GrowingGit/GitHub-Chinese-Top-Charts,Java,106181,13491,190,78,492,3,74,86,66,4905,0.858008019,1242,0.8920407,8,0.381125007,Declining
GrowingGit/GitHub-Chinese-Top-Charts,Java,106181,13491,190,78,492,4,117,294,43,1126,0.897144465,1519,0.644377263,2,0.107179013,Active
GrowingGit/GitHub-Chinese-Top-Charts,Java,106181,13491,190,78,492,5,26,293,35,4576,0.840821504,3214,0.663401706,7,0.251403965,Active
GrowingGit/GitHub-Chinese-Top-Charts,Java,106181,13491,190,78,492,6,65,5,43,2321,0.635400332,3498,0.90832668,8,0.119618325,Declining
denoland/deno,Rust,106147,5902,2604,94,0,1,90,232,29,2887,0.573833841,1152,0.74573789,7,0.119335732,Declining
denoland/deno,Rust,106147,5902,2604,94,0,2,79,269,66,1807,0.471335799,233,0.649680799,9,0.12861334,Active
denoland/deno,Rust,106147,5902,2604,94,0,3,61,33,6,833,0.457505936,971,0.964104427,11,0.484000585,Declining
denoland/deno,Rust,106147,5902,2604,94,0,4,116,240,85,3016,0.735210855,2874,0.897381646,5,0.135111929,Active
denoland/deno,Rust,106147,5902,2604,94,0,5,74,221,14,3308,0.818743479,3656,0.681288125,10,0.224755115,Active
denoland/deno,Rust,106147,5902,2604,94,0,6,48,177,46,2641,0.830425201,159,0.956865436,11,0.181926496,Declining
anomalyco/opencode,TypeScript,105355,10271,5264,9,0,1,142,105,19,1924,0.853647976,3379,0.847360689,11,0.494199014,Active
anomalyco/opencode,TypeScript,105355,10271,5264,9,0,2,192,109,15,3981,0.575303351,537,0.572115207,9,0.469833128,Declining
anomalyco/opencode,TypeScript,105355,10271,5264,9,0,3,11,267,99,2124,0.723566403,1317,0.882019704,9,0.053398582,Declining
anomalyco/opencode,TypeScript,105355,10271,5264,9,0,4,57,202,85,2764,0.700391449,1642,0.723390817,10,0.067795177,Declining
anomalyco/opencode,TypeScript,105355,10271,5264,9,0,5,134,71,67,4034,0.949627569,602,0.783374364,6,0.302549149,Active
anomalyco/opencode,TypeScript,105355,10271,5264,9,0,6,35,277,59,4045,0.836076912,1349,0.622064112,1,0.294461647,Active
goldbergyoni/nodebestpractices,Dockerfile,105087,10692,88,102,306,1,5,195,13,3579,0.690142202,1186,0.903240919,0,0.366251296,Declining
goldbergyoni/nodebestpractices,Dockerfile,105087,10692,88,102,306,2,125,105,17,4893,0.449368841,319,0.653947718,11,0.47551664,Declining
goldbergyoni/nodebestpractices,Dockerfile,105087,10692,88,102,306,3,78,199,45,2840,0.488268988,1906,0.56886821,8,0.368269332,Declining
goldbergyoni/nodebestpractices,Dockerfile,105087,10692,88,102,306,4,160,232,70,389,0.632007891,3238,0.967157336,8,0.393595092,Declining
goldbergyoni/nodebestpractices,Dockerfile,105087,10692,88,102,306,5,182,163,41,3439,0.85303535,1081,0.6662728,6,0.417147942,Active
goldbergyoni/nodebestpractices,Dockerfile,105087,10692,88,102,306,6,151,192,56,3846,0.930339757,3950,0.801617974,7,0.380794292,Declining
fatedier/frp,Go,104540,14890,50,123,3,1,154,241,12,4096,0.808052368,1285,0.635315506,1,0.380114438,Active
fatedier/frp,Go,104540,14890,50,123,3,2,137,139,27,4964,0.757414709,1595,0.766027188,8,0.272579723,Active
fatedier/frp,Go,104540,14890,50,123,3,3,167,18,57,111,0.591826918,626,0.798962319,2,0.279645849,Declining
fatedier/frp,Go,104540,14890,50,123,3,4,146,160,43,1177,0.883810752,2183,0.806977168,2,0.171974304,Declining
fatedier/frp,Go,104540,14890,50,123,3,5,143,206,94,1197,0.426977773,3715,0.788241715,1,0.201568099,Declining
fatedier/frp,Go,104540,14890,50,123,3,6,34,219,80,4127,0.933619789,1718,0.755773458,0,0.419323491,Declining
facebook/create-react-app,JavaScript,103929,27131,2367,116,366,1,168,67,51,1828,0.497351333,3409,0.746852435,4,0.32979667,Declining
facebook/create-react-app,JavaScript,103929,27131,2367,116,366,2,110,24,83,4326,0.534559283,585,0.969711577,7,0.314681913,Declining
facebook/create-react-app,JavaScript,103929,27131,2367,116,366,3,111,124,72,86,0.787033767,2609,0.541653555,6,0.112781436,Active
facebook/create-react-app,JavaScript,103929,27131,2367,116,366,4,119,41,68,3906,0.515400551,1711,0.618825368,4,0.409139941,Declining
facebook/create-react-app,JavaScript,103929,27131,2367,116,366,5,117,167,76,713,0.92975552,2881,0.669358164,3,0.090194231,Declining
facebook/create-react-app,JavaScript,103929,27131,2367,116,366,6,59,62,62,3269,0.696724727,927,0.88381901,7,0.128741173,Declining
Comfy-Org/ComfyUI,Python,103325,11764,3705,37,0,1,195,69,32,1361,0.893097009,1344,0.884531812,0,0.210600426,Declining
Comfy-Org/ComfyUI,Python,103325,11764,3705,37,0,2,153,112,31,4522,0.878786121,3114,0.825991836,1,0.117217326,Declining
Comfy-Org/ComfyUI,Python,103325,11764,3705,37,0,3,58,84,7,707,0.406701504,517,0.835731379,11,0.18810149,Declining
Comfy-Org/ComfyUI,Python,103325,11764,3705,37,0,4,198,78,34,4381,0.88379689,412,0.734783442,11,0.053149974,Active
Comfy-Org/ComfyUI,Python,103325,11764,3705,37,0,5,187,202,99,256,0.654647896,1192,0.902558961,6,0.46996724,Active
Comfy-Org/ComfyUI,Python,103325,11764,3705,37,0,6,158,169,96,2655,0.415547067,3055,0.771549976,0,0.125254257,Active
papers-we-love/papers-we-love,Shell,103324,6271,3,148,128,1,18,99,1,1007,0.711971611,3539,0.723332217,3,0.362112182,Declining
papers-we-love/papers-we-love,Shell,103324,6271,3,148,128,2,39,139,4,1830,0.736736371,3564,0.883504162,4,0.368371683,Active
papers-we-love/papers-we-love,Shell,103324,6271,3,148,128,3,196,199,65,1025,0.914742796,2775,0.549957341,4,0.118332115,Declining
papers-we-love/papers-we-love,Shell,103324,6271,3,148,128,4,67,181,5,1933,0.729459075,1983,0.731219349,8,0.438970915,Declining
papers-we-love/papers-we-love,Shell,103324,6271,3,148,128,5,187,32,86,896,0.698909266,1164,0.81114459,8,0.162235692,Declining
papers-we-love/papers-we-love,Shell,103324,6271,3,148,128,6,197,37,37,2058,0.519341873,1087,0.74960178,2,0.078982657,Declining
tauri-apps/tauri,Rust,102746,3392,1361,80,0,1,36,80,32,4187,0.776520455,2892,0.752816943,6,0.300775619,Declining
tauri-apps/tauri,Rust,102746,3392,1361,80,0,2,184,282,3,4313,0.414060159,1779,0.588509016,9,0.367037094,Declining
tauri-apps/tauri,Rust,102746,3392,1361,80,0,3,175,82,11,2561,0.499223515,1411,0.545369555,10,0.251251218,Active
tauri-apps/tauri,Rust,102746,3392,1361,80,0,4,21,78,82,4091,0.629417852,183,0.80494105,6,0.1166164,Declining
tauri-apps/tauri,Rust,102746,3392,1361,80,0,5,136,292,18,2936,0.704542832,679,0.612741789,7,0.349791306,Active
tauri-apps/tauri,Rust,102746,3392,1361,80,0,6,110,144,26,1185,0.488997974,1562,0.698950154,6,0.36306351,Active
microsoft/terminal,C++,101821,9075,1703,103,0,1,45,192,59,3762,0.750776613,721,0.978111211,8,0.368019514,Active
microsoft/terminal,C++,101821,9075,1703,103,0,2,15,167,94,1599,0.885017846,2768,0.844963386,4,0.105650244,Declining
microsoft/terminal,C++,101821,9075,1703,103,0,3,175,106,58,3919,0.601089647,1442,0.548349211,5,0.382589313,Active
microsoft/terminal,C++,101821,9075,1703,103,0,4,139,37,74,2579,0.689046348,1709,0.582983479,11,0.344371187,Declining
microsoft/terminal,C++,101821,9075,1703,103,0,5,46,145,4,2395,0.822472599,438,0.758392538,9,0.315099774,Active
microsoft/terminal,C++,101821,9075,1703,103,0,6,146,296,61,3583,0.803190462,568,0.633285402,9,0.283124038,Active
deepseek-ai/DeepSeek-V3,Python,101595,16512,94,13,172,1,160,193,67,3086,0.615911701,1053,0.634629365,6,0.423433515,Declining
deepseek-ai/DeepSeek-V3,Python,101595,16512,94,13,172,2,8,218,97,3889,0.597642421,1954,0.835917064,3,0.357504325,Active
deepseek-ai/DeepSeek-V3,Python,101595,16512,94,13,172,3,142,95,26,1839,0.738906463,141,0.839504716,4,0.357059172,Active
deepseek-ai/DeepSeek-V3,Python,101595,16512,94,13,172,4,66,27,56,3446,0.807361062,2073,0.565934096,1,0.327550896,Active
deepseek-ai/DeepSeek-V3,Python,101595,16512,94,13,172,5,39,152,47,3287,0.758011151,2703,0.583509266,7,0.478054086,Declining
deepseek-ai/DeepSeek-V3,Python,101595,16512,94,13,172,6,61,54,55,1620,0.899273657,3336,0.788105186,11,0.392432916,Active
angular/angular,TypeScript,99846,27063,1114,138,2,1,65,197,45,3642,0.858205809,1120,0.760136055,0,0.326661536,Active
angular/angular,TypeScript,99846,27063,1114,138,2,2,152,191,53,449,0.924176317,1951,0.968552529,4,0.399153389,Declining
angular/angular,TypeScript,99846,27063,1114,138,2,3,69,221,59,3027,0.469906133,1870,0.576410415,4,0.174281557,Active
angular/angular,TypeScript,99846,27063,1114,138,2,4,196,229,90,1257,0.692749817,2965,0.80798581,9,0.34572275,Active
angular/angular,TypeScript,99846,27063,1114,138,2,5,169,242,18,3900,0.435156941,2808,0.740127033,6,0.099892186,Active
angular/angular,TypeScript,99846,27063,1114,138,2,6,182,104,13,3015,0.438653846,2416,0.968867376,7,0.313100028,Declining
jaywcjlove/awesome-mac,JavaScript,98875,7396,190,116,1,1,181,278,42,1420,0.571417158,3524,0.642012694,4,0.341698911,Active
jaywcjlove/awesome-mac,JavaScript,98875,7396,190,116,1,2,99,211,78,3633,0.56941171,1517,0.660132914,3,0.105401279,Active
jaywcjlove/awesome-mac,JavaScript,98875,7396,190,116,1,3,27,123,87,4596,0.601567328,1040,0.851142401,11,0.146585527,Declining
jaywcjlove/awesome-mac,JavaScript,98875,7396,190,116,1,4,57,197,46,4972,0.785152327,883,0.657149614,10,0.348588806,Declining
jaywcjlove/awesome-mac,JavaScript,98875,7396,190,116,1,5,33,93,25,2249,0.910785648,2218,0.662563585,0,0.203878097,Declining
jaywcjlove/awesome-mac,JavaScript,98875,7396,190,116,1,6,95,33,15,2595,0.734609502,703,0.646780561,1,0.358769674,Declining
Anduin2017/HowToCook,Dockerfile,97965,10820,468,72,3,1,83,196,82,1345,0.495651334,978,0.727449333,3,0.125823202,Active
Anduin2017/HowToCook,Dockerfile,97965,10820,468,72,3,2,163,82,77,2087,0.774878476,2021,0.930790843,6,0.459374703,Active
Anduin2017/HowToCook,Dockerfile,97965,10820,468,72,3,3,67,11,66,4819,0.440288061,1924,0.742752155,4,0.259972285,Declining
Anduin2017/HowToCook,Dockerfile,97965,10820,468,72,3,4,121,237,47,828,0.50105536,1874,0.69889585,6,0.291628485,Active
Anduin2017/HowToCook,Dockerfile,97965,10820,468,72,3,5,153,258,94,1076,0.804399052,197,0.511398849,6,0.479136662,Declining
Anduin2017/HowToCook,Dockerfile,97965,10820,468,72,3,6,115,43,85,1711,0.521536904,616,0.862899485,6,0.166478464,Active
mui/material-ui,JavaScript,97816,32762,1747,139,0,1,97,274,59,3053,0.50738841,3333,0.664056748,2,0.445705057,Declining
mui/material-ui,JavaScript,97816,32762,1747,139,0,2,123,127,14,4739,0.504261674,1762,0.810479895,8,0.240347706,Declining
mui/material-ui,JavaScript,97816,32762,1747,139,0,3,151,85,18,4963,0.53209679,3561,0.550196925,6,0.331568947,Declining
mui/material-ui,JavaScript,97816,32762,1747,139,0,4,35,198,92,1544,0.473809429,734,0.606483498,9,0.117492319,Declining
mui/material-ui,JavaScript,97816,32762,1747,139,0,5,165,291,15,1480,0.44972569,2138,0.812951246,5,0.074050485,Declining
mui/material-ui,JavaScript,97816,32762,1747,139,0,6,140,255,16,1997,0.794891654,1899,0.939952644,0,0.114328717,Declining
mtdvio/every-programmer-should-know,,97802,8640,20,103,48,1,178,94,61,774,0.57206894,1426,0.949003082,11,0.340286742,Declining
mtdvio/every-programmer-should-know,,97802,8640,20,103,48,2,54,124,77,2591,0.658600287,3074,0.640347493,9,0.209534703,Declining
mtdvio/every-programmer-should-know,,97802,8640,20,103,48,3,133,226,49,2587,0.435272687,2933,0.544741639,0,0.190216033,Declining
mtdvio/every-programmer-should-know,,97802,8640,20,103,48,4,70,237,63,1537,0.679532661,2900,0.566610938,7,0.168193748,Active
mtdvio/every-programmer-should-know,,97802,8640,20,103,48,5,157,192,88,2068,0.67970161,187,0.873160687,3,0.442842166,Declining
mtdvio/every-programmer-should-know,,97802,8640,20,103,48,6,197,247,11,4525,0.606162599,75,0.974297275,10,0.456882954,Declining
supabase/supabase,TypeScript,97667,11572,948,77,0,1,12,260,15,2255,0.659532204,2998,0.689711145,7,0.28893991,Declining
supabase/supabase,TypeScript,97667,11572,948,77,0,2,5,179,45,2653,0.802852116,1047,0.802993619,10,0.121361896,Active
supabase/supabase,TypeScript,97667,11572,948,77,0,3,120,24,63,1357,0.906107681,3192,0.73007841,11,0.137015252,Declining
supabase/supabase,TypeScript,97667,11572,948,77,0,4,185,200,62,547,0.788046318,134,0.892340221,3,0.150964422,Declining
supabase/supabase,TypeScript,97667,11572,948,77,0,5,9,298,61,3782,0.411103112,1327,0.512833915,1,0.171447488,Declining
supabase/supabase,TypeScript,97667,11572,948,77,0,6,129,130,13,3544,0.442436141,1222,0.695265015,3,0.175354382,Declining
ant-design/ant-design,TypeScript,97528,54524,1384,131,0,1,118,114,2,1770,0.693103228,1202,0.89766144,5,0.476505432,Active
ant-design/ant-design,TypeScript,97528,54524,1384,131,0,2,178,119,29,240,0.677904028,456,0.686911208,7,0.439930319,Active
ant-design/ant-design,TypeScript,97528,54524,1384,131,0,3,108,207,8,2558,0.410633385,2968,0.58635242,10,0.425543192,Active
ant-design/ant-design,TypeScript,97528,54524,1384,131,0,4,117,66,97,4116,0.934712175,3250,0.538816259,9,0.384492911,Declining
ant-design/ant-design,TypeScript,97528,54524,1384,131,0,5,49,177,66,4771,0.434722913,3302,0.756439889,6,0.060844845,Active
ant-design/ant-design,TypeScript,97528,54524,1384,131,0,6,156,255,80,4156,0.87546651,3465,0.658964089,7,0.092100228,Active
clash-verge-rev/clash-verge-rev,TypeScript,97458,7133,146,27,0,1,192,9,88,2634,0.618065778,2311,0.883753274,5,0.254424581,Declining
clash-verge-rev/clash-verge-rev,TypeScript,97458,7133,146,27,0,2,28,272,45,1514,0.667803635,3480,0.846452496,10,0.161081875,Active
clash-verge-rev/clash-verge-rev,TypeScript,97458,7133,146,27,0,3,131,244,29,1581,0.678804636,3809,0.653281235,11,0.156693063,Declining
clash-verge-rev/clash-verge-rev,TypeScript,97458,7133,146,27,0,4,97,255,51,1647,0.671960392,3692,0.550909155,0,0.065211222,Active
clash-verge-rev/clash-verge-rev,TypeScript,97458,7133,146,27,0,5,110,239,85,1942,0.672876019,2357,0.83836413,11,0.365963293,Active
clash-verge-rev/clash-verge-rev,TypeScript,97458,7133,146,27,0,6,52,219,44,4584,0.453656727,3806,0.970087768,6,0.396685829,Active
pytorch/pytorch,Python,97434,26876,18012,115,0,1,23,167,79,2673,0.40714061,1504,0.772979443,2,0.374208858,Active
pytorch/pytorch,Python,97434,26876,18012,115,0,2,97,33,70,3267,0.509902854,315,0.683583424,6,0.052254524,Active
pytorch/pytorch,Python,97434,26876,18012,115,0,3,77,274,48,3796,0.435631724,918,0.613946583,7,0.293005842,Active
pytorch/pytorch,Python,97434,26876,18012,115,0,4,121,286,9,4199,0.537742036,591,0.563862807,11,0.275293845,Declining
pytorch/pytorch,Python,97434,26876,18012,115,0,5,174,186,76,448,0.471162963,857,0.707223524,3,0.152027515,Declining
pytorch/pytorch,Python,97434,26876,18012,115,0,6,137,242,5,2833,0.760837694,1603,0.576487634,7,0.319076775,Declining
2dust/v2rayN,C#,96888,14201,12,79,9,1,145,207,83,267,0.647614615,3806,0.897918896,6,0.066958288,Declining
2dust/v2rayN,C#,96888,14201,12,79,9,2,155,144,4,1465,0.710158926,1432,0.860027298,7,0.302365471,Active
2dust/v2rayN,C#,96888,14201,12,79,9,3,95,70,81,4708,0.665445148,1521,0.92630298,9,0.171436599,Active
2dust/v2rayN,C#,96888,14201,12,79,9,4,145,284,80,1407,0.65644568,2147,0.753511696,4,0.394279798,Active
2dust/v2rayN,C#,96888,14201,12,79,9,5,107,285,61,3886,0.432002934,3138,0.554660025,1,0.497062394,Declining
2dust/v2rayN,C#,96888,14201,12,79,9,6,43,262,68,2921,0.93740513,88,0.906438524,7,0.083906768,Declining
neovim/neovim,Vim Script,96466,6587,2044,146,0,1,69,171,79,4449,0.693049273,1918,0.593588778,11,0.304848617,Declining
neovim/neovim,Vim Script,96466,6587,2044,146,0,2,129,204,6,3640,0.949269431,1553,0.776526955,11,0.226701021,Declining
neovim/neovim,Vim Script,96466,6587,2044,146,0,3,163,88,73,3308,0.726229892,2043,0.933750176,0,0.172810176,Active
neovim/neovim,Vim Script,96466,6587,2044,146,0,4,58,25,50,3958,0.776643222,1067,0.970825866,0,0.234738719,Declining
neovim/neovim,Vim Script,96466,6587,2044,146,0,5,107,74,95,173,0.873821592,409,0.550123545,5,0.176102633,Declining
neovim/neovim,Vim Script,96466,6587,2044,146,0,6,194,266,61,276,0.683988333,367,0.804215351,7,0.111626713,Active
nvbn/thefuck,Python,95473,3836,406,132,576,1,70,98,98,1591,0.640074921,3269,0.759172119,1,0.15156281,Active
nvbn/thefuck,Python,95473,3836,406,132,576,2,81,112,13,3473,0.438899923,3225,0.750240607,10,0.25211246,Declining
nvbn/thefuck,Python,95473,3836,406,132,576,3,149,266,81,2016,0.418212148,919,0.894769597,0,0.434495728,Declining
nvbn/thefuck,Python,95473,3836,406,132,576,4,10,189,65,2602,0.467331407,1165,0.871984385,10,0.335619807,Declining
nvbn/thefuck,Python,95473,3836,406,132,576,5,5,189,96,2734,0.716865194,2594,0.704085839,4,0.360811331,Declining
nvbn/thefuck,Python,95473,3836,406,132,576,6,105,7,51,4118,0.931417362,3486,0.801221333,5,0.491541031,Declining
Shubhamsaboo/awesome-llm-apps,Python,95427,13814,15,21,0,1,144,53,5,2530,0.703956899,2646,0.511129017,4,0.138202476,Active
Shubhamsaboo/awesome-llm-apps,Python,95427,13814,15,21,0,2,103,16,13,2344,0.799825946,2880,0.959618572,2,0.167415262,Declining
Shubhamsaboo/awesome-llm-apps,Python,95427,13814,15,21,0,3,178,151,94,4791,0.9453455,123,0.770262145,4,0.383175121,Active
Shubhamsaboo/awesome-llm-apps,Python,95427,13814,15,21,0,4,186,108,55,2954,0.631838565,3286,0.921532275,0,0.281570823,Declining
Shubhamsaboo/awesome-llm-apps,Python,95427,13814,15,21,0,5,97,15,90,278,0.919246096,211,0.821073213,4,0.144996546,Active
Shubhamsaboo/awesome-llm-apps,Python,95427,13814,15,21,0,6,12,192,36,3040,0.926341559,348,0.739089955,2,0.288698359,Active
microsoft/Web-Dev-For-Beginners,JavaScript,95288,15153,44,64,4,1,141,295,28,3270,0.564004004,3636,0.641788989,11,0.222803944,Declining
microsoft/Web-Dev-For-Beginners,JavaScript,95288,15153,44,64,4,2,111,202,34,3974,0.819294817,2838,0.63523096,6,0.222844722,Declining
microsoft/Web-Dev-For-Beginners,JavaScript,95288,15153,44,64,4,3,129,109,11,4040,0.461377241,1131,0.545685953,10,0.093732742,Active
microsoft/Web-Dev-For-Beginners,JavaScript,95288,15153,44,64,4,4,35,9,71,3727,0.603052689,2272,0.942000714,2,0.186658144,Declining
microsoft/Web-Dev-For-Beginners,JavaScript,95288,15153,44,64,4,5,68,64,36,3695,0.504697694,3674,0.828499109,5,0.120029516,Active
microsoft/Web-Dev-For-Beginners,JavaScript,95288,15153,44,64,4,6,81,259,29,1361,0.82696613,790,0.576087467,11,0.410340694,Active
fastapi/fastapi,Python,95133,8688,139,87,2,1,25,176,84,4271,0.819724005,1897,0.827949026,5,0.384121221,Active
fastapi/fastapi,Python,95133,8688,139,87,2,2,23,212,50,3302,0.927306273,927,0.765638598,6,0.256310933,Active
fastapi/fastapi,Python,95133,8688,139,87,2,3,15,154,76,1687,0.725442954,3106,0.898324608,6,0.447141457,Active
fastapi/fastapi,Python,95133,8688,139,87,2,4,107,63,50,1333,0.499200496,2310,0.541573271,1,0.173615363,Declining
fastapi/fastapi,Python,95133,8688,139,87,2,5,15,211,9,2827,0.867737435,2043,0.869866284,6,0.413263351,Declining
fastapi/fastapi,Python,95133,8688,139,87,2,6,157,129,34,3407,0.435356279,2622,0.697436828,8,0.0644791,Declining
ggml-org/llama.cpp,C++,95108,14924,1129,35,0,1,124,256,20,2210,0.692083262,1939,0.97155143,0,0.332684974,Declining
ggml-org/llama.cpp,C++,95108,14924,1129,35,0,2,42,100,95,2441,0.926342822,255,0.78002319,4,0.470997368,Active
ggml-org/llama.cpp,C++,95108,14924,1129,35,0,3,72,51,71,940,0.444321358,952,0.869968193,7,0.097693461,Declining
ggml-org/llama.cpp,C++,95108,14924,1129,35,0,4,136,21,99,1285,0.904392606,2026,0.955851994,1,0.484236873,Declining
ggml-org/llama.cpp,C++,95108,14924,1129,35,0,5,86,141,63,2824,0.683714188,1831,0.967706912,10,0.482368774,Declining
ggml-org/llama.cpp,C++,95108,14924,1129,35,0,6,123,264,54,1160,0.741858592,1385,0.514215596,7,0.203330839,Active
openai/whisper,Python,94682,11761,115,41,63,1,120,188,32,1764,0.911109928,1877,0.65559776,11,0.225841722,Declining
openai/whisper,Python,94682,11761,115,41,63,2,11,132,36,2970,0.871325008,3104,0.565004253,0,0.159995052,Active
openai/whisper,Python,94682,11761,115,41,63,3,194,239,36,1616,0.641734063,1466,0.880039454,8,0.430786913,Active
openai/whisper,Python,94682,11761,115,41,63,4,161,169,52,2059,0.897593008,2060,0.818201359,10,0.050579758,Active
openai/whisper,Python,94682,11761,115,41,63,5,140,275,97,1210,0.62713936,1093,0.565460491,3,0.473893066,Active
openai/whisper,Python,94682,11761,115,41,63,6,71,259,37,555,0.650852602,832,0.58026096,2,0.469734927,Declining
google-gemini/gemini-cli,TypeScript,94616,11196,2038,10,0,1,111,103,94,1335,0.719330315,1709,0.67544615,5,0.391159236,Declining
google-gemini/gemini-cli,TypeScript,94616,11196,2038,10,0,2,94,47,31,2203,0.931087473,2499,0.62254326,0,0.418417533,Declining
google-gemini/gemini-cli,TypeScript,94616,11196,2038,10,0,3,81,35,53,1660,0.695671968,3289,0.733730194,8,0.324563386,Active
google-gemini/gemini-cli,TypeScript,94616,11196,2038,10,0,4,179,190,57,586,0.883956759,2359,0.516265562,2,0.430593261,Declining
google-gemini/gemini-cli,TypeScript,94616,11196,2038,10,0,5,24,30,91,2829,0.532723069,1619,0.921203953,9,0.05882455,Declining
google-gemini/gemini-cli,TypeScript,94616,11196,2038,10,0,6,57,198,50,3924,0.712737547,3245,0.855472086,7,0.129285751,Active
ryanmcdermott/clean-code-javascript,JavaScript,94297,12507,119,112,567,1,80,127,59,3170,0.473417107,418,0.867647261,9,0.20367304,Declining
ryanmcdermott/clean-code-javascript,JavaScript,94297,12507,119,112,567,2,6,36,48,2716,0.585377682,1133,0.831847963,5,0.274972612,Declining
ryanmcdermott/clean-code-javascript,JavaScript,94297,12507,119,112,567,3,157,260,49,2129,0.437738978,3958,0.658694975,5,0.394088037,Active
